"name","latitude","longitude"
"Nicotiana glauca Graham",38.099478,-1.086649
"Nicotiana glauca Graham",39.773302,-0.194725
"Nicotiana glauca Graham",36.820059,-2.284728
"Nicotiana glauca Graham",36.7722,-3.786254
"Nicotiana glauca Graham",39.37,-0.5
"Nicotiana glauca Graham",39.36,-0.51
"Nicotiana glauca Graham",39.36,-0.5
"Nicotiana glauca Graham",39.36,-0.49
"Nicotiana glauca Graham",39.38,-0.5
"Nicotiana glauca Graham",39.38,-0.49
"Nicotiana glauca Graham",29.146166,-13.497287
"Nicotiana glauca Graham",38.240264,-0.545378
"Nicotiana glauca Graham",38.512241,-0.245286
"Nicotiana glauca Graham",37.978238,-1.137815
"Nicotiana glauca Graham",36.719746,-4.227088
"Nicotiana glauca Graham",29.147358,-13.49795
"Nicotiana glauca Graham",37.595,-1.313611
"Nicotiana glauca Graham",38.603637,-0.07809
"Nicotiana glauca Graham",37.298562,-5.925529
"Nicotiana glauca Graham",39.535988,-0.476528
"Nicotiana glauca Graham",36.933157,-2.447775
"Nicotiana glauca Graham",37.974262,-1.061824
"Nicotiana glauca Graham",37.680413,-1.031088
"Nicotiana glauca Graham",37.617018,-0.995064
"Nicotiana glauca Graham",37.977112,-0.696039
"Nicotiana glauca Graham",28.758318,-17.737951
"Nicotiana glauca Graham",36.560625,-4.620044
"Nicotiana glauca Graham",36.560625,-4.620044
"Nicotiana glauca Graham",39.407263,-0.401478
"Nicotiana glauca Graham",28.955439,-13.689666
"Nicotiana glauca Graham",38.060352,-1.528579
"Nicotiana glauca Graham",36.742619,-3.441922
"Nicotiana glauca Graham",37.935615,-1.156072
"Nicotiana glauca Graham",28.963333,-13.644167
"Nicotiana glauca Graham",28.972057,-13.637242
"Nicotiana glauca Graham",36.689293,-6.148997
"Nicotiana glauca Graham",37.303345,-5.942869
"Nicotiana glauca Graham",39.51476,-0.436574
"Nicotiana glauca Graham",39.45,-0.36
"Nicotiana glauca Graham",39.45,-0.36
"Nicotiana glauca Graham",38.95,-0.58
"Nicotiana glauca Graham",38.96,-0.58
"Nicotiana glauca Graham",38.95,-0.59
"Nicotiana glauca Graham",38.98,-0.58
"Nicotiana glauca Graham",38.97,-0.57
"Nicotiana glauca Graham",38.97,-0.58
"Nicotiana glauca Graham",39.63,-0.43
"Nicotiana glauca Graham",39.62,-0.42
"Nicotiana glauca Graham",39.64,-0.43
"Nicotiana glauca Graham",39.62,-0.43
"Nicotiana glauca Graham",39.63,-0.41
"Nicotiana glauca Graham",39.63,-0.42
"Nicotiana glauca Graham",38.097516,-1.087367
"Nicotiana glauca Graham",37.320502,-2.398684
"Nicotiana glauca Graham",37.453847,-1.480855
"Nicotiana glauca Graham",28.685331,-13.925049
"Nicotiana glauca Graham",39.577157,-0.434117
"Nicotiana glauca Graham",37.604765,-0.992974
"Nicotiana glauca Graham",38.870155,-0.500364
"Nicotiana glauca Graham",28.145032,-16.778898
"Nicotiana glauca Graham",38.026817,-1.179793
"Nicotiana glauca Graham",38.269134,-0.5283
"Nicotiana glauca Graham",36.190581,-5.336819
"Nicotiana glauca Graham",37.79095,-0.835226
"Nicotiana glauca Graham",28.45748,-16.250886
"Nicotiana glauca Graham",39.333511,-0.418758
"Nicotiana glauca Graham",39.646795,-0.433755
"Nicotiana glauca Graham",39.539898,-0.426421
"Nicotiana glauca Graham",27.863997,-15.38869
"Nicotiana glauca Graham",38.057296,-1.187133
"Nicotiana glauca Graham",28.110418,-15.487615
"Nicotiana glauca Graham",37.420041,-5.987948
"Nicotiana glauca Graham",38.016217,-1.145704
"Nicotiana glauca Graham",36.833111,-2.426287
"Nicotiana glauca Graham",36.828777,-2.426179
"Nicotiana glauca Graham",37.584559,-1.220786
"Nicotiana glauca Graham",37.630592,-1.003536
"Nicotiana glauca Graham",38.699008,-0.476917
"Nicotiana glauca Graham",28.53875,-16.361839
"Nicotiana glauca Graham",36.845833,-2.458867
"Nicotiana glauca Graham",36.746705,-2.83833
"Nicotiana glauca Graham",36.827215,-2.500838
"Nicotiana glauca Graham",36.82751,-2.500378
"Nicotiana glauca Graham",36.755372,-3.030102
"Nicotiana glauca Graham",37.251375,-6.116724
"Nicotiana glauca Graham",28.631721,-13.996787
"Nicotiana glauca Graham",37.402754,-5.963421
"Nicotiana glauca Graham",36.76673,-3.849872
"Nicotiana glauca Graham",39.61,-0.39
"Nicotiana glauca Graham",39.45,-0.33
"Nicotiana glauca Graham",39.46,-0.33
"Nicotiana glauca Graham",39.46,-0.34
"Nicotiana glauca Graham",39.44,-0.33
"Nicotiana glauca Graham",39.44,-0.33
"Nicotiana glauca Graham",39.45,-0.36
"Nicotiana glauca Graham",39.45,-0.37
"Nicotiana glauca Graham",39.44,-0.39
"Nicotiana glauca Graham",39.45,-0.38
"Nicotiana glauca Graham",38.000996,-1.133872
"Nicotiana glauca Graham",36.47958,-6.207084
"Nicotiana glauca Graham",39.55354,-0.430433
"Nicotiana glauca Graham",28.985259,-13.816293
"Nicotiana glauca Graham",36.737176,-4.442033
"Nicotiana glauca Graham",37.412814,-6.122639
"Nicotiana glauca Graham",37.607658,-0.915708
"Nicotiana glauca Graham",38.45045,-0.862034
"Nicotiana glauca Graham",39.514876,-0.437261
"Nicotiana glauca Graham",41.300068,1.979198
"Nicotiana glauca Graham",27.980073,-15.3775
"Nicotiana glauca Graham",29.017071,-13.701682
"Nicotiana glauca Graham",37.571897,-1.196031
"Nicotiana glauca Graham",38.784222,-6.242529
"Nicotiana glauca Graham",37.294685,-5.959611
"Nicotiana glauca Graham",39.5539,-0.429204
"Nicotiana glauca Graham",39.523518,-0.439356
"Nicotiana glauca Graham",39.031524,-0.489707
"Nicotiana glauca Graham",37.70688,-1.082809
"Nicotiana glauca Graham",36.580525,-4.582631
"Nicotiana glauca Graham",39.533456,-0.448602
"Nicotiana glauca Graham",38.041166,-0.87918
"Nicotiana glauca Graham",39.417985,-0.796793
"Nicotiana glauca Graham",37.314371,-6.010686
"Nicotiana glauca Graham",37.530431,-1.381105
"Nicotiana glauca Graham",37.32507,-5.9433
"Nicotiana glauca Graham",37.325179,-5.943306
"Nicotiana glauca Graham",37.319245,-6.008572
"Nicotiana glauca Graham",36.527651,-4.986964
"Nicotiana glauca Graham",36.400603,-6.214525
"Nicotiana glauca Graham",37.802395,-0.898988
"Nicotiana glauca Graham",38.352182,-0.51565
"Nicotiana glauca Graham",38.393047,-0.454938
"Nicotiana glauca Graham",37.325932,-5.942848
"Nicotiana glauca Graham",37.302432,-5.924975
"Nicotiana glauca Graham",37.144039,-2.669391
"Nicotiana glauca Graham",39.677644,-0.310078
"Nicotiana glauca Graham",37.167431,-1.826707
"Nicotiana glauca Graham",37.150802,-1.832987
"Nicotiana glauca Graham",36.858045,-2.47707
"Nicotiana glauca Graham",37.535251,-6.041593
"Nicotiana glauca Graham",37.121632,-3.568277
"Nicotiana glauca Graham",37.121632,-3.568277
"Nicotiana glauca Graham",41.423244,2.148671
"Nicotiana glauca Graham",39.669517,-0.47293
"Nicotiana glauca Graham",28.99874,-13.676543
"Nicotiana glauca Graham",28.99874,-13.676543
"Nicotiana glauca Graham",28.99874,-13.676543
"Nicotiana glauca Graham",36.585019,-4.560277
"Nicotiana glauca Graham",37.823942,-1.113984
"Nicotiana glauca Graham",37.823942,-1.113984
"Nicotiana glauca Graham",37.334406,-5.86558
"Nicotiana glauca Graham",37.42449,-5.993395
"Nicotiana glauca Graham",37.337965,-6.067388
"Nicotiana glauca Graham",39.627719,-0.50823
"Nicotiana glauca Graham",38.886891,-0.044101
"Nicotiana glauca Graham",36.721978,-4.425362
"Nicotiana glauca Graham",37.42449,-5.993395
"Nicotiana glauca Graham",37.377987,-6.067885
"Nicotiana glauca Graham",37.568787,-1.826492
"Nicotiana glauca Graham",36.476775,-6.197955
"Nicotiana glauca Graham",38.057347,-1.149025
"Nicotiana glauca Graham",36.808149,-2.165596
"Nicotiana glauca Graham",36.58493,-4.560249
"Nicotiana glauca Graham",37.986022,-1.144027
"Nicotiana glauca Graham",41.414778,2.209198
"Nicotiana glauca Graham",28.39253,-16.645877
"Nicotiana glauca Graham",28.641403,-17.904589
"Nicotiana glauca Graham",37.148615,-1.974276
"Nicotiana glauca Graham",36.746944,-3.877778
"Nicotiana glauca Graham",38.096641,-0.696726
"Nicotiana glauca Graham",38.085495,-1.077623
"Nicotiana glauca Graham",35.896265,-5.346188
"Nicotiana glauca Graham",36.73985,-3.589781
"Nicotiana glauca Graham",39.528126,-0.440656
"Nicotiana glauca Graham",37.98074,-0.768772
"Nicotiana glauca Graham",37.980979,-0.769044
"Nicotiana glauca Graham",36.400717,-6.214834
"Nicotiana glauca Graham",36.878586,-2.004717
"Nicotiana glauca Graham",28.024869,-16.698788
"Nicotiana glauca Graham",37.402609,-5.963358
"Nicotiana glauca Graham",37.368175,-6.02028
"Nicotiana glauca Graham",39.513111,-0.436791
"Nicotiana glauca Graham",36.713288,-4.425646
"Nicotiana glauca Graham",36.888181,-2.444552
"Nicotiana glauca Graham",37.015732,-4.554157
"Nicotiana glauca Graham",37.42299,-5.991545
"Nicotiana glauca Graham",37.423471,-5.991158
"Nicotiana glauca Graham",37.353465,-5.974351
"Nicotiana glauca Graham",37.300509,-5.947137
"Nicotiana glauca Graham",39.57528,2.617087
"Nicotiana glauca Graham",36.636708,-6.393288
"Nicotiana glauca Graham",39.47,-0.33
"Nicotiana glauca Graham",38.65,-0.89
"Nicotiana glauca Graham",38.65,-0.89
"Nicotiana glauca Graham",39.48,-0.33
"Nicotiana glauca Graham",38.332543,-0.516597
"Nicotiana glauca Graham",39.554439,-0.402063
"Nicotiana glauca Graham",41.36786,2.135239
"Nicotiana glauca Graham",38.077396,-1.186299
"Nicotiana glauca Graham",38.159784,-0.844031
"Nicotiana glauca Graham",36.277469,-6.093653
"Nicotiana glauca Graham",38.103955,-3.757784
"Nicotiana glauca Graham",36.840831,-2.962234
"Nicotiana glauca Graham",38.897729,-6.977103
"Nicotiana glauca Graham",38.541623,-0.186647
"Nicotiana glauca Graham",38.057458,-0.651593
"Nicotiana glauca Graham",37.354749,-6.032781
"Nicotiana glauca Graham",41.116856,1.203548
"Nicotiana glauca Graham",37.328972,-5.788643
"Nicotiana glauca Graham",37.24367,-5.098438
"Nicotiana glauca Graham",37.298897,-6.048449
"Nicotiana glauca Graham",38.600586,-1.113151
"Nicotiana glauca Graham",28.110371,-14.388389
"Nicotiana glauca Graham",41.461564,2.269004
"Nicotiana glauca Graham",36.839975,-2.46936
"Nicotiana glauca Graham",39.4179,-0.797338
"Nicotiana glauca Graham",37.176703,-7.363115
"Nicotiana glauca Graham",36.737132,-4.419852
"Nicotiana glauca Graham",36.886662,-2.000061
"Nicotiana glauca Graham",37.976363,-1.152969
"Nicotiana glauca Graham",36.744527,-3.165463
"Nicotiana glauca Graham",28.099042,-17.329507
"Nicotiana glauca Graham",36.754195,-3.531888
"Nicotiana glauca Graham",38.213822,-0.820115
"Nicotiana glauca Graham",37.562541,-0.955349
"Nicotiana glauca Graham",37.167373,-1.860141
"Nicotiana glauca Graham",38.075833,-1.181944
"Nicotiana glauca Graham",37.349163,-2.126459
"Nicotiana glauca Graham",41.969549,3.219801
"Nicotiana glauca Graham",38.899266,-6.3459
"Nicotiana glauca Graham",37.475559,-5.936451
"Nicotiana glauca Graham",39.565919,-0.504464
"Nicotiana glauca Graham",37.121499,-3.56629
"Nicotiana glauca Graham",28.635208,-13.985269
"Nicotiana glauca Graham",39.388577,-0.56355
"Nicotiana glauca Graham",38.440123,-0.448978
"Nicotiana glauca Graham",36.57369,-4.614056
"Nicotiana glauca Graham",36.57369,-4.614056
"Nicotiana glauca Graham",41.577969,2.549931
"Nicotiana glauca Graham",38.026561,-0.660615
"Nicotiana glauca Graham",37.347653,-1.692522
"Nicotiana glauca Graham",38.050934,-1.146904
"Nicotiana glauca Graham",38.334084,-0.559967
"Nicotiana glauca Graham",37.193409,-4.453562
"Nicotiana glauca Graham",37.991865,-1.045896
"Nicotiana glauca Graham",36.762377,-3.6411
"Nicotiana glauca Graham",38.106498,-1.089606
"Nicotiana glauca Graham",36.761398,-3.641868
"Nicotiana glauca Graham",36.762377,-3.6411
"Nicotiana glauca Graham",36.761775,-4.422342
"Nicotiana glauca Graham",28.229858,-16.468351
"Nicotiana glauca Graham",28.137999,-16.702995
"Nicotiana glauca Graham",28.229858,-16.468351
"Nicotiana glauca Graham",37.373123,-5.971102
"Nicotiana glauca Graham",38.638802,-0.039757
"Nicotiana glauca Graham",37.995178,-0.831608
"Nicotiana glauca Graham",36.853443,-2.45377
"Nicotiana glauca Graham",37.382583,-5.987259
"Nicotiana glauca Graham",41.221548,1.728093
"Nicotiana glauca Graham",37.196546,-6.976476
"Nicotiana glauca Graham",28.384226,-16.378131
"Nicotiana glauca Graham",36.604313,-6.280033
"Nicotiana glauca Graham",36.884681,-2.443577
"Nicotiana glauca Graham",36.765398,-3.874167
"Nicotiana glauca Graham",37.981627,-0.695743
"Nicotiana glauca Graham",38.983662,-0.52808
"Nicotiana glauca Graham",39.57352,-0.448609
"Nicotiana glauca Graham",38.253675,-0.712044
"Nicotiana glauca Graham",37.142754,-1.838864
"Nicotiana glauca Graham",36.188545,-6.023815
"Nicotiana glauca Graham",39.015941,-0.623934
"Nicotiana glauca Graham",39.0159,-0.623887
"Nicotiana glauca Graham",37.408397,-1.948934
"Nicotiana glauca Graham",37.226521,-1.818738
"Nicotiana glauca Graham",37.226517,-1.818712
"Nicotiana glauca Graham",36.668306,-4.514216
"Nicotiana glauca Graham",36.743908,-3.708807
"Nicotiana glauca Graham",36.856466,-6.346623
"Nicotiana glauca Graham",38.413243,-0.449465
"Nicotiana glauca Graham",39.422062,-0.334386
"Nicotiana glauca Graham",36.724251,-4.276481
"Nicotiana glauca Graham",28.058574,-15.473567
"Nicotiana glauca Graham",38.252582,-0.524985
"Nicotiana glauca Graham",36.740108,-5.162749
"Nicotiana glauca Graham",38.701152,-0.473673
"Nicotiana glauca Graham",38.336111,-0.523333
"Nicotiana glauca Graham",37.155833,-1.840556
"Nicotiana glauca Graham",36.436253,-6.223434
"Nicotiana glauca Graham",39.660066,-0.424188
"Nicotiana glauca Graham",38.087825,-1.076466
"Nicotiana glauca Graham",38.724086,-6.534904
"Nicotiana glauca Graham",37.180569,-2.004538
"Nicotiana glauca Graham",41.534251,2.447774
"Nicotiana glauca Graham",38.181246,-0.773828
"Nicotiana glauca Graham",38.28826,-0.520961
"Nicotiana glauca Graham",38.6335,0.076133
"Nicotiana glauca Graham",38.034703,-0.666122
"Nicotiana glauca Graham",37.155929,-3.437747
"Nicotiana glauca Graham",36.592062,-4.639105
"Nicotiana glauca Graham",36.726394,-4.415343
"Nicotiana glauca Graham",39.51649,-0.452818
"Nicotiana glauca Graham",38.282162,-0.700054
"Nicotiana glauca Graham",38.516397,-6.82657
"Nicotiana glauca Graham",28.664751,-17.907194
"Nicotiana glauca Graham",37.076459,-2.362083
"Nicotiana glauca Graham",41.135679,1.400731
"Nicotiana glauca Graham",36.164428,-5.339104
"Nicotiana glauca Graham",29.136649,-13.506283
"Nicotiana glauca Graham",37.572023,-1.196537
"Nicotiana glauca Graham",38.710567,-0.930499
"Nicotiana glauca Graham",36.603916,-6.279551
"Nicotiana glauca Graham",39.181239,-0.228575
"Nicotiana glauca Graham",38.252292,-0.707027
"Nicotiana glauca Graham",38.021322,-1.279622
"Nicotiana glauca Graham",39.109875,1.520074
"Nicotiana glauca Graham",38.240072,-1.593309
"Nicotiana glauca Graham",36.57364,-6.214995
"Nicotiana glauca Graham",36.49128,-4.693755
"Nicotiana glauca Graham",41.534264,2.447847
"Nicotiana glauca Graham",37.354385,-1.684751
"Nicotiana glauca Graham",28.187426,-14.162008
"Nicotiana glauca Graham",37.568235,-1.306819
"Nicotiana glauca Graham",37.598702,-0.981994
"Nicotiana glauca Graham",37.251528,-6.096125
"Nicotiana glauca Graham",37.309252,-1.763206
"Nicotiana glauca Graham",38.649208,0.076852
"Nicotiana glauca Graham",36.43611,-6.223443
"Nicotiana glauca Graham",38.36347,-0.446088
"Nicotiana glauca Graham",36.712846,-4.232958
"Nicotiana glauca Graham",36.742654,-5.161838
"Nicotiana glauca Graham",38.652383,0.047811
"Nicotiana glauca Graham",37.312163,-1.769442
"Nicotiana glauca Graham",38.534222,-0.130544
"Nicotiana glauca Graham",37.932291,-0.756468
"Nicotiana glauca Graham",37.932354,-0.756334
"Nicotiana glauca Graham",27.733325,-18.141883
"Nicotiana glauca Graham",37.892928,-0.824755
"Nicotiana glauca Graham",28.392972,-13.860825
"Nicotiana glauca Graham",38.516574,-6.826531
"Nicotiana glauca Graham",36.738167,-5.163855
"Nicotiana glauca Graham",38.516339,-6.826415
"Nicotiana glauca Graham",41.534587,2.448156
"Nicotiana glauca Graham",36.512651,-4.951171
"Nicotiana glauca Graham",38.516409,-6.826406
"Nicotiana glauca Graham",38.092328,-0.657755
"Nicotiana glauca Graham",36.765768,-6.341791
"Nicotiana glauca Graham",37.349626,-1.987553
"Nicotiana glauca Graham",36.940569,-1.936341
"Nicotiana glauca Graham",36.749135,-3.13827
"Nicotiana glauca Graham",42.287173,3.281664
"Nicotiana glauca Graham",36.136667,-5.844308
"Nicotiana glauca Graham",36.400658,-6.21458
"Nicotiana glauca Graham",37.167406,-1.826892
"Nicotiana glauca Graham",39.559679,-0.423849
"Nicotiana glauca Graham",39.559679,-0.423849
"Nicotiana glauca Graham",36.887212,-2.000405
"Nicotiana glauca Graham",36.406212,-6.218338
"Nicotiana glauca Graham",36.604148,-6.279761
"Nicotiana glauca Graham",36.604148,-6.279761
"Nicotiana glauca Graham",36.43611,-6.223443
"Nicotiana glauca Graham",38.181243,-0.773829
"Nicotiana glauca Graham",38.007283,-1.133485
"Nicotiana glauca Graham",37.618301,-0.713273
"Nicotiana glauca Graham",37.618214,-0.713436
"Nicotiana glauca Graham",36.828589,-2.871966
"Nicotiana glauca Graham",36.730823,-3.7234
"Nicotiana glauca Graham",28.635759,-17.88992
"Nicotiana glauca Graham",37.636282,-1.335812
"Nicotiana glauca Graham",29.043714,-13.718655
"Nicotiana glauca Graham",36.755165,-3.855782
"Nicotiana glauca Graham",36.73625,-3.587018
"Nicotiana glauca Graham",39.181135,-0.227997
"Nicotiana glauca Graham",38.516573,-6.826393
"Nicotiana glauca Graham",38.516448,-6.826421
"Nicotiana glauca Graham",36.840133,-2.468916
"Nicotiana glauca Graham",38.890719,-0.051108
"Nicotiana glauca Graham",36.742834,-3.590111
"Nicotiana glauca Graham",38.244362,-1.434399
"Nicotiana glauca Graham",38.178421,-0.963136
"Nicotiana glauca Graham",36.712846,-4.232958
"Nicotiana glauca Graham",28.379558,-16.682648
"Nicotiana glauca Graham",39.41806,-0.797995
"Nicotiana glauca Graham",36.135364,-5.846499
"Nicotiana glauca Graham",39.689673,-0.202307
"Nicotiana glauca Graham",37.165302,-4.174956
"Nicotiana glauca Graham",28.089839,-16.739787
"Nicotiana glauca Graham",38.24436,-1.434378
"Nicotiana glauca Graham",41.646882,2.746765
"Nicotiana glauca Graham",38.263659,-0.690008
"Nicotiana glauca Graham",36.71278,-4.27071
"Nicotiana glauca Graham",35.886601,-5.311761
"Nicotiana glauca Graham",36.756729,-2.608008
"Nicotiana glauca Graham",38.640873,0.060799
"Nicotiana glauca Graham",38.055894,-0.65267
"Nicotiana glauca Graham",36.715175,-6.433685
"Nicotiana glauca Graham",37.329608,-1.90498
"Nicotiana glauca Graham",37.318013,-5.973912
"Nicotiana glauca Graham",42.287849,3.296318
"Nicotiana glauca Graham",38.286587,-0.522095
"Nicotiana glauca Graham",36.464281,-6.247103
"Nicotiana glauca Graham",28.527759,-16.403237
"Nicotiana glauca Graham",38.238645,-0.529457
"Nicotiana glauca Graham",37.329608,-1.90498
"Nicotiana glauca Graham",36.191,-6.028079
"Nicotiana glauca Graham",36.406355,-6.218263
"Nicotiana glauca Graham",29.04433,-13.716015
"Nicotiana glauca Graham",38.603201,-0.093776
"Nicotiana glauca Graham",29.143843,-13.500074
"Nicotiana glauca Graham",38.89127,-0.051624
"Nicotiana glauca Graham",38.891272,-0.051655
"Nicotiana glauca Graham",38.183834,-0.683695
"Nicotiana glauca Graham",36.586595,-6.221417
"Nicotiana glauca Graham",36.820268,-2.285171
"Nicotiana glauca Graham",38.889579,-6.980191
"Nicotiana glauca Graham",38.049728,-0.653442
"Nicotiana glauca Graham",28.029872,-17.187395
"Nicotiana glauca Graham",36.840024,-2.469438
"Nicotiana glauca Graham",37.067237,-1.863421
"Nicotiana glauca Graham",37.07091,-1.864562
"Nicotiana glauca Graham",38.781478,-6.243902
"Nicotiana glauca Graham",37.735071,-0.86437
"Nicotiana glauca Graham",36.395749,-6.207869
"Nicotiana glauca Graham",28.516002,-17.874389
"Nicotiana glauca Graham",38.632716,0.075412
"Nicotiana glauca Graham",41.534447,2.448105
"Nicotiana glauca Graham",39.637347,-0.390675
"Nicotiana glauca Graham",42.286459,3.27627
"Nicotiana glauca Graham",36.406204,-6.218257
"Nicotiana glauca Graham",36.188076,-6.021138
"Nicotiana glauca Graham",37.199728,-1.908301
"Nicotiana glauca Graham",36.188076,-6.021138
"Nicotiana glauca Graham",36.586595,-6.221417
"Nicotiana glauca Graham",38.31678,-1.12212
"Nicotiana glauca Graham",41.076325,1.071905
"Nicotiana glauca Graham",41.076325,1.071905
"Nicotiana glauca Graham",38.160035,-0.66733
"Nicotiana glauca Graham",36.513222,-4.636258
"Nicotiana glauca Graham",38.055927,-0.683317
"Nicotiana glauca Graham",38.026576,-0.660291
"Nicotiana glauca Graham",36.509177,-4.636754
"Nicotiana glauca Graham",38.089306,-0.657379
"Nicotiana glauca Graham",38.397541,-0.569394
"Nicotiana glauca Graham",37.227782,-1.805258
"Nicotiana glauca Graham",36.787125,-4.842273
"Nicotiana glauca Graham",37.346397,-1.986156
"Nicotiana glauca Graham",37.404424,-1.585297
"Nicotiana glauca Graham",36.938184,-2.158308
"Nicotiana glauca Graham",41.21608,0.966386
"Nicotiana glauca Graham",36.839888,-2.46963
"Nicotiana glauca Graham",37.558061,-5.077235
"Nicotiana glauca Graham",37.982056,-1.246886
"Nicotiana glauca Graham",37.298492,-1.852755
"Nicotiana glauca Graham",37.298492,-1.852755
"Nicotiana glauca Graham",37.942242,-1.216632
"Nicotiana glauca Graham",36.406912,-6.218417
"Nicotiana glauca Graham",36.190985,-6.028133
"Nicotiana glauca Graham",38.109478,-0.644294
"Nicotiana glauca Graham",36.48214,-5.943114
"Nicotiana glauca Graham",42.288057,3.280895
"Nicotiana glauca Graham",36.760988,-4.212216
"Nicotiana glauca Graham",38.563359,-0.085568
"Nicotiana glauca Graham",38.694346,-0.781023
"Nicotiana glauca Graham",29.043389,-13.714828
"Nicotiana glauca Graham",35.905208,-5.330348
"Nicotiana glauca Graham",28.414503,-16.552792
"Nicotiana glauca Graham",28.238869,-16.594402
"Nicotiana glauca Graham",28.568413,-16.158641
"Nicotiana glauca Graham",28.531599,-16.021078
"Nicotiana glauca Graham",28.438116,-16.066195
"Nicotiana glauca Graham",28.522419,-16.12402
"Nicotiana glauca Graham",28.459778,-16.151777
"Nicotiana glauca Graham",28.299173,-16.515701
"Nicotiana glauca Graham",28.546877,-16.243563
"Nicotiana glauca Graham",28.283923,-16.831198
"Nicotiana glauca Graham",28.337555,-16.624758
"Nicotiana glauca Graham",28.099678,-15.699508
"Nicotiana glauca Graham",36.820351,-2.41056
"Nicotiana glauca Graham",36.03337,-5.577313
"Nicotiana glauca Graham",38.78264,-6.242702
"Nicotiana glauca Graham",29.19582,-13.483146
"Nicotiana glauca Graham",36.011587,-5.600627
"Nicotiana glauca Graham",28.499941,-16.424349
"Nicotiana glauca Graham",42.288444,3.274711
"Nicotiana glauca Graham",39.482797,-0.380284
"Nicotiana glauca Graham",37.207917,-1.810633
"Nicotiana glauca Graham",36.713896,-2.800847
"Nicotiana glauca Graham",37.018544,-4.554703
"Nicotiana glauca Graham",37.401114,-1.913182
"Nicotiana glauca Graham",37.401341,-1.914939
"Nicotiana glauca Graham",36.822719,-2.596067
"Nicotiana glauca Graham",36.785447,-2.622513
"Nicotiana glauca Graham",28.920107,-13.690282
"Nicotiana glauca Graham",29.080744,-13.715016
"Nicotiana glauca Graham",28.24295,-16.516015
"Nicotiana glauca Graham",28.577452,-16.123163
"Nicotiana glauca Graham",28.506236,-16.109647
"Nicotiana glauca Graham",28.487952,-16.224119
"Nicotiana glauca Graham",28.583595,-16.350547
"Nicotiana glauca Graham",28.521139,-16.249528
"Nicotiana glauca Graham",37.618293,-0.7149
"Nicotiana glauca Graham",38.128163,-1.3117
"Nicotiana glauca Graham",42.290753,3.278367
"Nicotiana glauca Graham",36.277718,-6.093753
"Nicotiana glauca Graham",39.653768,-0.435824
"Nicotiana glauca Graham",38.067855,-0.654628
"Nicotiana glauca Graham",37.838618,-0.773063
"Nicotiana glauca Graham",36.760635,-6.409104
"Nicotiana glauca Graham",39.470409,-0.362751
"Nicotiana glauca Graham",42.287748,3.281468
"Nicotiana glauca Graham",37.404276,-1.585425
"Nicotiana glauca Graham",38.530403,-0.100096
"Nicotiana glauca Graham",36.236619,-5.976879
"Nicotiana glauca Graham",36.76784,-3.878038
"Nicotiana glauca Graham",29.145645,-13.499357
"Nicotiana glauca Graham",36.83263,-2.407253
"Nicotiana glauca Graham",35.893991,-5.332434
"Nicotiana glauca Graham",36.76235,-3.65476
"Nicotiana glauca Graham",36.889468,-2.002638
"Nicotiana glauca Graham",38.680712,-0.974042
"Nicotiana glauca Graham",38.069725,-0.869918
"Nicotiana glauca Graham",39.575833,-0.403056
"Nicotiana glauca Graham",38.008389,-0.697645
"Nicotiana glauca Graham",36.844669,-3.587879
"Nicotiana glauca Graham",38.190853,-0.824867
"Nicotiana glauca Graham",36.881115,-2.010691
"Nicotiana glauca Graham",28.577912,-17.776399
"Nicotiana glauca Graham",36.914856,-3.487271
"Nicotiana glauca Graham",39.523562,-0.593721
"Nicotiana glauca Graham",38.985263,-0.515558
"Nicotiana glauca Graham",39.689575,-0.202281
"Nicotiana glauca Graham",39.41801,-0.795447
"Nicotiana glauca Graham",37.614576,-1.905206
"Nicotiana glauca Graham",28.075289,-14.304372
"Nicotiana glauca Graham",37.750361,-1.061719
"Nicotiana glauca Graham",28.32413,-13.927498
"Nicotiana glauca Graham",37.935463,-0.749039
"Nicotiana glauca Graham",37.261428,-2.048739
"Nicotiana glauca Graham",28.056232,-14.317536
"Nicotiana glauca Graham",36.63575,-6.392755
"Nicotiana glauca Graham",36.635777,-6.392697
"Nicotiana glauca Graham",38.570832,-0.145607
"Nicotiana glauca Graham",36.793669,-6.341794
"Nicotiana glauca Graham",39.472438,-0.364589
"Nicotiana glauca Graham",38.570082,-0.145808
"Nicotiana glauca Graham",38.570955,-0.14133
"Nicotiana glauca Graham",38.568617,-0.143955
"Nicotiana glauca Graham",38.570338,-0.145778
"Nicotiana glauca Graham",28.193345,-16.826504
"Nicotiana glauca Graham",28.145237,-15.645674
"Nicotiana glauca Graham",38.570832,-0.145607
"Nicotiana glauca Graham",42.297134,3.288832
"Nicotiana glauca Graham",38.570082,-0.145808
"Nicotiana glauca Graham",36.78833,-6.352956
"Nicotiana glauca Graham",28.995524,-13.659326
"Nicotiana glauca Graham",38.570955,-0.14133
"Nicotiana glauca Graham",38.568617,-0.143955
"Nicotiana glauca Graham",38.570338,-0.145778
"Nicotiana glauca Graham",36.793754,-6.341504
"Nicotiana glauca Graham",39.578182,2.354287
"Nicotiana glauca Graham",36.788186,-6.352962
"Nicotiana glauca Graham",28.702488,-17.971587
"Nicotiana glauca Graham",36.398358,-5.262481
"Nicotiana glauca Graham",37.139972,-1.849429
"Nicotiana glauca Graham",37.254561,-4.300199
